店名,捷運站,地址,官網,wifi 穩定,價格便宜,咖啡好喝,安靜程度,插座,有無限時,有賣單品,有賣正餐,有賣甜點,週一,週三,週二,週五,週六,週四,週日,,
TOAST CHAT,,台北市大安區光復南路290巷58號,https://www.facebook.com/ToastChat/,5,3,5,4,Yes,No,Yes,Yes,Yes,12:00 - 22:00,未營業,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
Routine,,臺北市市民大道七段230,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
熱風精品咖啡豆 Hot Waves Speciality Coffee,,台北市北投區大業路462號,暫無資料,4,3.5,4,4,,,Yes,,Yes,,,,,,,,,
好哆福,,台北市中正區紹興南街15-2號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
福璟直火咖啡豆專賣店,,新北市板橋區民族路21號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
沐湛咖啡,,新北市新莊區昌明街40號,https://www.facebook.com/muzhancoffee/,3,4.5,3.5,4,No,No,Yes,No,No,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,未營業,,
瑪可緹Mocktail 長安店,,台北市中山區長安東路二段99號,https://www.facebook.com/MocktailTea/?ref=page_internal,5,4,4,4,Yes,,,Yes,Yes,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,
Deesco coffee德果咖啡,,台北市大安區安和路二段86號,暫無資料,4,3.5,4,4,,,Yes,,,,,,,,,,,
小南風咖啡,台電大樓,台北市大安區師大路68巷9號,https://www.facebook.com/minamizephyr/,5,3,4,4,Yes,No,Yes,No,,13:30 - 21:30,13:30 - 21:30,未營業,13:30 - 21:30,13:30 - 21:30,13:30 - 21:30,13:30 - 21:30,,
Hi5 Cafe,,忠孝東路四段553巷22弄51-1,Hi5 Cafe,5,4,4,5,Yes,No,No,Yes,Yes,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 22:00,11:30 - 22:00,11:30 - 21:30,11:30 - 21:30,,
COFFEE : STAND UP,,10696台灣台北市大安區延吉街131巷33號,https://www.facebook.com/coffeestandup/,3,4,5,3.5,No,,,,,未營業,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,
亞特蘭提斯咖啡館,南京復興站1號出口步2分,台北市中山區遼寧街201巷1號1樓,https://www.facebook.com/%E4%BA%9E%E7%89%B9%E8%98%AD%E6%8F%90%E6%96%AF%E5%92%96%E5%95%A1%E9%A4%A8-Atlantis-Coffee-376901625778094/,5,5,5,5,Yes,No,No,Yes,Yes,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,12:00 - 20:00,11:30 - 22:00,12:00 - 20:00,,
石尚LAB科學咖啡,,台北市士林區士商路189號B1 (台北士林科教館),https://www.facebook.com/ntseclab,5,3.5,5,4,,No,Yes,Yes,,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,,
Bravo Caffè 布拉弗,,10665 台北市大安區復興南路2段47號,https://www.facebook.com/pg/bravocaffetaipei/,0,3.5,4,4,Yes,No,Yes,No,No,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,10:00 - 18:00,07:30 - 19:00,未營業,,
貓圖咖啡 CAT.jpg,,台北市大安區潮州街154號,暫無資料,4,5,5,4,,,,,,,,,,,,,,
AN Coffee Roasters / 安 咖啡烘焙,,台北市信義區仁愛路四段502號,https://www.facebook.com/AN-Coffee-Roasters-%E5%AE%89-%E5%92%96%E5%95%A1%E7%83%98%E7%84%99-393656907682789/,5,4,5,5,Yes,No,Yes,No,Yes,未營業,10:00 - 19:00,未營業,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,,
55號咖啡,機場捷運林口A9,新北市林口區文化三路一段447巷55號,https://www.facebook.com/cafe55coffee/,5,5,5,5,Yes,No,Yes,No,Yes,13:00 - 21:00,13:00 - 21:00,未營業,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,,
無 · 咖啡,,台北市中正區濟南路二段36號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
怡客咖啡 Ikari 忠杭店,,台北市中正區杭州南路一段82-號1樓,http://www.ikari.com.tw,1,4,3,2,Yes,No,No,Yes,Yes,,,,,,,,,
上島咖啡店（誠品站前店）,,"100台北市中正區忠孝西路一段100台北市中正區忠孝西路一段49號,M4出口地下街出口K12",暫無資料,0,3.5,4,4,Yes,No,No,No,No,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,,
HI-HAT COFFEE,,台北市中正區齊東街68號,https://www.facebook.com/HIHATCOFFEE/,5,4,5,5,,,Yes,No,Yes,,,,,,,,,
APU cafe,,永和區永和路一段83號一樓,https://www.facebook.com/APUcoffee/,5,5,5,4,Yes,,No,No,Yes,未營業,未營業,未營業,未營業,未營業,未營業,未營業,,
黑露咖啡館OLO Coffee Roasters,,103台北市大同區南京西路18巷26-2號,https://www.facebook.com/olocoffeeroasters/,5,4,5,5,Yes,No,Yes,Yes,Yes,12:00 - 00:00,未營業,12:00 - 00:00,12:00 - 00:00,11:00 - 00:00,12:00 - 00:00,11:00 - 00:00,,
伯朗咖啡(重慶三店),,台北市大同區重慶北路三段57號,暫無資料,5,4,4,4,Yes,No,Yes,Yes,Yes,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,,
Modern Mode Café,"大橋頭站1號出口步8分/公車站''台北橋''步4分/YouBike""民權迪化街口""站步3分, ""大稻埕公園""站步4分",台北市大同區迪化街一段278號,https://www.facebook.com/modernmode11/,4,4,4,5,Yes,,No,Yes,Yes,11:30 - 20:30,11:30 - 20:30,11:30 - 20:30,11:30 - 02:00,11:30 - 02:00,11:30 - 20:30,11:30 - 20:30,,
Moooon River Cafe & Books,港墘,台北市內湖區瑞光路218號,https://www.facebook.com/moooonriver/,4,3,3,4,Yes,No,No,Yes,Yes,11:00 - 20:30,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,09:00 - 22:00,11:00 - 22:00,09:00 - 22:00,,
由你咖啡,南京三民,台北市松山區八德路四段245巷52弄29號,https://www.facebook.com/unionkaffe/,5,4,4,4,Yes,No,,Yes,Yes,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
INs Cäfe 癮俬咖啡,"西門站1號出口步5分/公車站""貴陽街""""西寧南路""步1分, ""小南門""步2分/YouBike""中華桂林路口""站步3分",台北市萬華區貴陽街二段10號1樓,https://www.facebook.com/inscafeximen/,5,4,5,5,Yes,No,No,No,Yes,13:00 - 21:00,13:00 - 21:00,未營業,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,,
OD Café,台電大樓,台北市大安區溫州街58巷2號,https://m.facebook.com/okeydokey.gallery.cafe/?locale2=zh_TW,3.5,3.5,4,4,Yes,,,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
沐樂咖啡 新生店,忠孝新生站2號出口步1分,台北市中正區臨沂街13巷7號,https://www.facebook.com/mooooler/,4.5,4,4,4,Yes,,Yes,Yes,Yes,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,10:00 - 22:00,11:00 - 22:00,10:00 - 21:00,,
靜好珈琲焙煎專門,六張犁捷運站,台北市和平東路三段228巷9號,https://www.facebook.com/jinghaocafe/,4.5,4.5,5,5,No,No,Yes,No,No,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,未營業,08:00 - 18:00,08:00 - 18:00,,
火熱咖啡,,台北市北投區崇仁路一段42號1樓,暫無資料,5,4,5,5,,,,,,,,,,,,,,
Mellow Coffee,"新埔站4號出口步7分/公車站""勞工大學""步1分/YouBike""新北市藝文中心""站步5分, ""永安公園""站步6分, ""莊敬公園""站步7分",新北市板橋區莒光路158號,https://www.facebook.com/Mellow.Coffee.Taiwan/,4.5,4,4.5,4,Yes,No,Yes,,,13:00 - 23:00,13:00 - 23:00,未營業,13:00 - 23:00,13:00 - 23:00,13:00 - 23:00,13:00 - 23:00,,
旭咖啡 直火咖啡豆烘焙,,臺北市南京東路五段351號,暫無資料,4,3.5,4,4,,,Yes,,Yes,,,,,,,,,
澤山珈琲,,10450 台北市台北市中山區中山北路二段59巷41弄5號,https://www.facebook.com/zeshancoffee/,4,5,4,4,No,No,Yes,No,Yes,未營業,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 20:00,,
U & me找咖,,100台北市中正區羅斯福路二段66巷8號,暫無資料,4,4,5,3,Yes,No,Yes,Yes,Yes,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,09:00 - 21:00,10:00 - 21:00,09:00 - 21:00,,
VWI BY CHADWANG,,台北市中山區復興南路一段36-8號,暫無資料,4,2,5,3,No,,Yes,,Yes,08:00 - 19:00,08:00 - 19:00,未營業,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,,
從前慢Slo.mo,,106 台北市 大安區通化街170巷10號,暫無資料,5,3,2.5,3,,,,,,,,,,,,,,
好休咖啡 Haoxiu Kaffe,忠孝新生、南京松江,10455台北市中山區新生北路一段11-5號,https://m.facebook.com/HaoXiuKaffe,5,3,5,4,Yes,No,Yes,No,Yes,11:00 - 18:30,11:00 - 21:30,11:00 - 18:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,,
奧爾咖啡 OUR Cafe,頂溪站1號出口步3分,新北市永和區信義路25巷3號1樓,https://www.facebook.com/OUR.Cafe.yonghe/,5,4,5,4.5,Yes,,Yes,Yes,Yes,未營業,11:00 - 21:00,11:00 - 21:00,10:00 - 21:00,10:00 - 21:00,11:00 - 21:00,10:00 - 21:00,,
莫凡彼台大店,,台北市大安區羅斯福路四段85號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Just in Cafe,"捷運中山站,捷運台北車站",台北市大同區長安西路78巷3弄4-1號1樓,https://www.facebook.com/roastercafe/,5,5,5,5,Yes,,Yes,Yes,Yes,11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,12:00 - 18:00,11:00 - 18:00,未營業,,
古月珈琲,,台北市汀州路4段144號,https://www.facebook.com/goodwaycoffee/,5,5,5,5,Yes,No,Yes,No,No,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,,
The Lobby of Simple Kaffa,忠孝敦化,敦化南路一段177巷48號B1,https://www.facebook.com/thelobbyofsimplekaffa/?ref=ts&fref=ts,4,3,5,3,,No,Yes,No,Yes,,,,,,,,,
丹提咖啡 第一飯店店,,10491台北市中山區南京東路二段63號,暫無資料,4,4,3,3,Yes,No,Yes,Yes,Yes,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,,
塔郭咖啡館 TAKUO CAFE',,台北市士林區中山北路七段63巷3號,https://www.facebook.com/TAKUO.CAFE/?fref=ts,3,3,4,4,No,,No,Yes,Yes,08:00 - 19:00,08:00 - 19:00,未營業,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,,
驚嘆號咖啡,"三和國中站2號出口步5分/公車站""建和新村""步2分, ""義天宮""步4分/YouBike""永盛公園""站步5分",新北市三重區慈愛街9號,https://www.facebook.com/PrinceEdward99/,5,4,5,4,Yes,No,Yes,No,Yes,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,,
星巴克,,台北市大安區復興南路二段275號1樓號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
托斯卡尼,關渡站,112台北市北投區立功街80巷1號,https://m.facebook.com/toscanacafe68/?locale2=zh_TW#!/toscanacafe68/?locale2=zh_TW,5,5,5,3,No,,Yes,Yes,Yes,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,10:30 - 19:00,09:00 - 21:00,未營業,,
呼哈咖啡ｘ醴醞啤酒 Huha Cafe & Liyun Beer,,信義區吳興街284巷8號之3,https://www.facebook.com/huhaliyun/,5,5,5,5,,,,,,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,17:00 - 23:00,未營業,,
Honuscoffee-赫諾斯咖啡,科技大樓站,台北市大安區和平東路二段118巷4-1號,https://www.facebook.com/HonusCoffee/,5,5,5,4,,,Yes,,Yes,08:00 - 19:30,08:00 - 19:30,08:00 - 19:30,08:00 - 19:30,09:30 - 16:00,08:00 - 19:30,09:30 - 16:00,,
afterhours cafe,,台北市松山區延壽街117-1號,https://www.facebook.com/afterhourscafe/?fref=ts,5,3,4,4,Yes,,Yes,Yes,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
特有種商行,"忠孝新生站5號出口步2分/公車站""濟南金山路口""步2分, ""金山泰安街口""""忠孝國小""捷運忠孝新生站""""步3分, ""仁愛臨沂街口""步5分/YouBike""捷運忠孝新生站(2號出口)""站步4分, ""華山文創園區""站步8分",台北市中正區臨沂街27巷4-1號,https://www.facebook.com/RealgutsCafe.Taipei/,4,3,4,3,Yes,No,,Yes,Yes,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,,
寒咖啡（永和頂溪國小旁）,頂溪,"65號 莒光路 Zongli, 桃園市, 320",https://www.facebook.com/ilovehancafe/,5,4.5,5,4.5,Yes,No,Yes,No,Yes,未營業,11:00 - 20:00,未營業,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
W&M workshop,,台北市中山區林森北路487號1樓225室,暫無資料,5,3.5,4.5,4.5,,,,,,,,,,,,,,
遇見貓咖啡輕食館,,新北市中和區復興路18號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Aura微光咖啡,"台電大樓站2號出口步3分/公車站""台電大樓""步2分/YouBike""捷運台電大樓站(2號出口)""站步4分",台北市大安區羅斯福路三段269巷9號,https://www.facebook.com/CoffeeAura/?fref=ts,4,3,5,4,Yes,No,Yes,,Yes,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,,
惡老闆咖啡,,114台北市內湖區江南街19號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
coffee blablabla 松德店,,台北市信義區松德路169號,https://www.facebook.com/blablabla68826/,5,5,5,5,Yes,No,Yes,Yes,Yes,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,09:00 - 18:00,07:30 - 18:00,09:00 - 18:00,,
松菸小賣所,,松山文創園區 東向製菸工廠1樓,https://www.facebook.com/SCCP.sygallery/,4,5,3,4,No,No,,No,Yes,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,,
Dela1010 kaffee,,台北市松山區南京東路五段250巷2弄39號,https://www.facebook.com/Dela1010/,5,3,4,4,Yes,,Yes,Yes,Yes,未營業,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,,
The Shrine,,台北市中正區師大路132號,https://www.facebook.com/theshrinetaipei/,5,4,3,3,Yes,No,Yes,No,Yes,13:00 - 02:00,13:00 - 02:00,13:00 - 02:00,13:00 - 02:00,13:00 - 02:00,13:00 - 02:00,13:00 - 02:00,,
老柴咖啡館,"公車站""台北大學正門""""大學學勤路口""步1分/YouBike""國立台北大學(三峽校區)""站步1分",新北市三峽區大觀路113號,https://www.facebook.com/laochaicafe/,4,3,3.5,3,Yes,No,Yes,Yes,Yes,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,,
豔咖啡,,新北市中和區員山路105號1F,https://www.facebook.com/%E8%B1%94%E5%92%96%E5%95%A1-Yan-Coffee-1866299320298089/,5,5,5,5,Yes,No,Yes,No,Yes,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
BEANS & BEATS,,105台北市松山區富錦街346號,https://m.facebook.com/beansnbeats,4,3.5,4,4,,,,Yes,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
Node.Tent,,捷運東門站四號出口步行2分鐘,https://www.fineighbor.com/tent,4,4,4,5,Yes,No,Yes,No,No,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,未營業,08:00 - 18:00,未營業,,
Hedge Cafe 對沖咖啡,"台電大樓站2號出口步6分, 公館站3號出口步8分/公車站""台電大樓""步3分, ""溫州街口""""新民國小""步4分, ""臺大綜合體育館""步6分/YouBike""捷運台電大樓站(2號出口)""站步6分, ""羅斯福新生南路口""站步7分, ""辛亥新生路口""站步8分",台北市大安區溫州街74巷5弄3號,https://www.facebook.com/Hedgecafe/,3.5,4,4,3,Yes,No,No,Yes,Yes,13:00 - 22:00,未營業,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,,
Little Green Cafe & Health Studio,,台北市中山區玉門街1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
BOOM coffee roasters,,台北市大安區敦化南路二段200巷16號,https://www.facebook.com/boomcoffeeroasters/,5,3,4,4,Yes,No,,No,Yes,08:30 - 18:30,08:30 - 18:30,08:30 - 18:30,08:30 - 18:30,09:30 - 18:00,08:30 - 18:30,09:30 - 18:00,,
有地UDE Café Bistro,,台北市 萬華區開封街二段62號,https://www.facebook.com/UDENow/,5,5,4,5,Yes,,No,Yes,Yes,12:30 - 21:00,12:30 - 21:00,12:30 - 21:00,12:30 - 21:00,12:30 - 21:00,12:30 - 21:00,12:30 - 21:00,,
演珈琲,,110台北市信義區莊敬路341巷1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
露西亞咖啡 Cafe Rossiya,松江南京站,南京東路二段124號9F,https://www.facebook.com/wenshui.jazz/,4,4,5,5,Yes,No,,,,,,,,,,,,
蘭空咖啡VOEZ Café,,台北市信義區東興路45號一樓,https://www.facebook.com/RayarkConcept/,5,3.5,2,3,Yes,No,No,Yes,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
HOFFE CAFE 花博店,,台北市中山區玉門街1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
24磅,,台北市中正區寧波東街3-1號,https://www.facebook.com/pg/cafe24lb/about/?ref=page_internal,3,3,3,3,Yes,No,Yes,No,Yes,,,,,,,,,
ハハ珈琲店-hahacafe,"中山國中站1號出口步8分/公車站""大同大學(美術公園)""""景福宮""步2分, ""大同大學""步3分, ""民族東路口""步5分, ""捷運中山國小站""步7分/YouBike""民族林森路口""站步2分, ""撫順公園""站步8分",台北市中山區雙城街47-1號,https://www.facebook.com/cafehahatw/,5,4,4.5,5,Yes,No,No,Yes,Yes,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,,
斑果咖啡 Bengal Cafe' （豹貓貓咖啡、簡餐、貓咪旅館）,,22064新北市板橋區實踐路93巷3號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
黑鑽咖啡府中1號店,府中,新北市板橋區府中路1號,https://www.facebook.com/tel89698009/,5,3,3,3,,No,Yes,No,Yes,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,11:00 - 19:00,08:00 - 19:00,11:00 - 19:00,,
Tsubi Coffee厝邊咖啡,捷運龍山寺站，步行3分鐘 (萬華火車站東站出口),108台北市萬華區大理街20巷12號,https://www.facebook.com/TsubiCoffee/,5,4.5,5,5,Yes,No,Yes,Yes,Yes,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,10:00 - 18:00,09:00 - 18:00,未營業,,
羅曼尼咖啡,,台北市文山區興隆路二段220巷55弄1號,https://www.facebook.com/羅曼尼咖啡-142801245785307/,5,3,4,5,Yes,No,Yes,No,Yes,,,,,,,,,
Tori coffee 鳥兒咖啡,大安站 科技大樓站,台北市大安路2段130號,https://www.facebook.com/coffeetori/,5,5,5,5,Yes,No,No,Yes,Yes,未營業,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,,
巧克哈客巧克力專飲店,,106台灣台北市大安區永康街7巷2號,http://www.chocoholic.com.tw,2,3.5,5,4,,,,,,,,,,,,,,
Bamboo cafe,,台北市中山區民生東路二段115巷24號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Life's hard,,台北市中山區林森北路487號1樓225室,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
幻猻家珈琲 Pallas Cafe,,台北市大同區迪化街一段14巷14號,https://www.facebook.com/PallasCafe2017/,4,4,4.5,4.5,Yes,No,,Yes,Yes,未營業,未營業,未營業,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,,
威爾貝克手烘咖啡 南京店,,台北市松山區南京東路五段123巷2弄1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
嘿布朗咖啡館 錦州店,,台北市錦州街265號,https://www.facebook.com/hey.rown.cafe/,5,5,5,3,Yes,No,Yes,No,Yes,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,12:00 - 18:00,09:00 - 18:00,未營業,,
路燈咖啡 - Light Café公館店,"公館站4號出口步4分/公車站""台電大樓""步3分/YouBike""羅斯福新生南路口""站步4分",台北市中正區羅斯福路三段244巷10弄19號,https://www.facebook.com/%E8%B7%AF%E7%87%88%E5%92%96%E5%95%A1-Light-Caf%C3%A9%E5%85%AC%E9%A4%A8%E5%BA%97-524026160951680/,3,3,3,3,,,,,,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,,
統一星巴克 雙和醫院門市,,新北市中和區中正路291號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
SUSU CAFE 粟粟咖啡,,台北市民權東路二段92巷6-2號,https://www.facebook.com/SUSU-CAFE-%E7%B2%9F%E7%B2%9F%E5%92%96%E5%95%A1-799708256727140/,0,5,5,4,No,No,Yes,No,Yes,08:30 - 18:30,08:30 - 18:30,08:30 - 18:30,08:30 - 18:30,08:30 - 18:00,08:30 - 18:30,未營業,,
小路上。Dear Deer,古亭,台北市大安區羅斯福路二段77巷7號1-3F,https://www.facebook.com/deardeer2012/,4,3,4,3,Yes,No,,,,,,,,,,,,
Vespressa café,,105台北市松山區八德路四段233號,https://www.facebook.com/pg/Vespressa/about/?ref=page_internal,4,3.5,4,4,,,Yes,,,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,未營業,,
哈瓦那咖啡廳 美麗華店,,台北市中山區敬業三路20號2樓,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Mucho Happiness,市政府站四號出口,台北市忠孝東路五段71巷12弄3號,https://www.facebook.com/muchohappiness/,5,4,5,4,Yes,No,Yes,Yes,Yes,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
Louisa Coffee 竹圍店,,251新北市淡水區民權路38號,暫無資料,4,5,4,3,Yes,No,Yes,Yes,Yes,,,,,,,,,
A.B.D. Coffee&Life,,台北市文山區羅斯福路五段269巷32號,暫無資料,5,3.5,5,4.5,,,,,,,,,,,,,,
tic tac cafe 踢他咖啡,,新北市永和區成功路二段79號,https://www.facebook.com/tictaccaf/,5,5,5,5,Yes,No,Yes,No,Yes,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,09:00 - 18:00,08:30 - 18:00,09:00 - 18:00,,
加爾第咖啡 通化店,"信義安和站4號出口步10分, 六張犁站步10分/公車站""三興國小(臨江街觀光夜市)""步2分, ""喬治商職""步3分/YouBike""喬治工商""站步2分, ""基隆光復路口""站步6分",台北市大安區通化街165巷24弄10號,https://www.facebook.com/%E5%8A%A0%E7%88%BE%E7%AC%AC-%E9%80%9A%E5%8C%96%E5%BA%97Kaldi-Coffee-103737099704836/,5,4,5,4,Yes,No,Yes,No,Yes,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,12:00 - 21:00,,
Current Café 此刻咖啡,,台北市松山區寧安街5-1號,https://www.facebook.com/CurrentCafe/,4,4,4,4,,,,Yes,Yes,,,,,,,,,
P Café,,淡水區中正路180號2樓,https://www.facebook.com/pcafe180/,3,3,4,4,Yes,No,Yes,Yes,Yes,未營業,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
鴉埠咖啡 Yaboo,"東門站5號出口步8分/公車站''金華國中""''金華大廈""步3分/YouBike""金華公園""站步3分",台北市大安區永康街41巷26號,https://www.facebook.com/yaboo.lalala/,5,3,4,3,Yes,No,Yes,Yes,Yes,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,11:00 - 00:00,12:00 - 00:00,11:00 - 00:00,,
4f劇場咖啡Le Promenoir Coffee,,中正區延平南路98號4樓,https://www.facebook.com/LePromenoirCoffee/,3,1.5,3,3,No,No,Yes,No,No,09:30 - 19:30,09:30 - 19:30,09:30 - 19:30,09:30 - 19:30,09:30 - 19:30,09:30 - 19:30,09:30 - 19:30,,
GaBee.咖啡店,"捷運中山國中站步6分/公車站""民生敦化路口''""西華飯店""步3分/YouBike""民生敦化路口""站步6分",105台北市松山區民生東路三段113巷21號,https://zh-tw.facebook.com/GABEE-133990196942/,5,3,5,4,No,,Yes,No,Yes,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 22:00,09:00 - 22:00,09:00 - 18:00,09:00 - 22:00,,
法點法食 FA DEN FA SAï,捷運公館站一號出口（步行3～5分鐘）,100台北市中正區汀州路三段210號,https://www.facebook.com/fadenfasai/,5,4,4.5,4,Yes,No,Yes,Yes,Yes,12:00 - 19:00,未營業,未營業,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,,
